run,path,n,success,cc_checks,num_samples,time,memory,t_sample_cnt,jvm
prm_run_1,0,2,True,4432,100,8.84572172164917,24.50227199999972,51,0.3817469911697061
prm_run_1,1,2,True,3385,96,6.717372179031372,23.547904000000017,30,0.847084279887946
prm_run_1,2,2,True,3934,98,7.171919107437134,26.02598399999988,73,0.6101186682046885
prm_run_1,3,2,True,3775,100,7.226031541824341,25.014272000000346,44,0.5773311698935653
prm_run_1,4,2,True,1755,96,3.3837392330169678,13.238271999999597,38,0.021721433343945423
prm_run_1,5,2,True,1829,92,3.546473503112793,11.919360000000779,35,0.030217161958283636
prm_run_1,6,2,True,4306,96,8.605673789978027,30.892031999999745,37,0.12833997127144228
prm_run_1,7,2,True,1918,94,3.7622435092926025,13.115391999999702,31,0.01900358074026158
prm_run_1,8,2,True,1790,100,3.465989828109741,13.115392000000611,36,0.014484038295483335
prm_run_1,9,2,True,1819,94,3.242237091064453,11.010047999999188,53,0.01720596383107906
prm_run_1,10,2,True,2090,90,3.7106518745422363,13.43078400000013,60,0.026375499085768597
prm_run_1,11,2,True,4095,92,8.02741551399231,30.3841280000006,39,0.14316607615501417
prm_run_1,12,2,True,1860,90,3.6136651039123535,10.838016000000607,40,0.03531486306302161
prm_run_1,13,2,True,1806,92,3.347892999649048,12.488703999999416,42,0.02917028930851499
prm_run_2,0,4,True,21060,902,38.33368182182312,138.60864000000038,493,0.08140567302643023
prm_run_2,1,3,True,23644,908,46.26431488990784,168.2063360000002,316,0.10774514129233159
prm_run_2,2,nan,False,22639,904,38.119563579559326,139.84563199999957,736,nan
prm_run_2,3,nan,False,23769,902,44.824033975601196,162.0090879999998,467,nan
prm_run_2,4,2,True,15462,904,29.67069673538208,108.54809600000044,342,0.012159611234386778
prm_run_2,5,2,True,16358,904,32.029744386672974,116.34688000000006,294,0.017465241216195693
prm_run_2,6,3,True,25548,900,50.13664650917053,177.76639999999952,317,0.06019011939929774
prm_run_2,7,2,True,16470,906,32.139095067977905,110.74764800000048,288,0.01718669019839648
prm_run_2,8,2,True,15331,904,29.51106333732605,101.81836800000019,329,0.012136777987958943
prm_run_2,9,2,True,14793,906,26.722541570663452,97.44383999999991,472,0.01500981208620216
prm_run_2,10,3,True,15795,900,28.467586040496826,102.09279999999944,491,0.012702120423626985
prm_run_2,11,3,True,21793,900,41.10781908035278,150.90483200000017,420,0.07183015244112506
prm_run_2,12,3,True,15565,900,28.123032093048096,101.36780799999997,472,0.012151650091864577
prm_run_2,13,2,True,14801,906,26.128557682037354,97.84115199999997,502,0.013457017801294921
prm_run_3,0,5,True,34341,1806,62.773258209228516,204.91878400000041,1016,0.05162916632585162
prm_run_3,1,5,True,34141,1802,70.94013714790344,278.46655999999984,641,0.05470011605478158
prm_run_3,2,nan,False,35055,1804,57.631956338882446,176.52940800000033,1473,nan
prm_run_3,3,nan,False,35991,1808,67.6137261390686,237.0191359999999,968,nan
prm_run_3,4,3,True,25143,1800,49.98180675506592,177.42233600000054,670,0.005258074415378959
prm_run_3,5,3,True,26189,1804,53.77290749549866,179.93318399999953,577,0.00813974438905109
prm_run_3,6,4,True,35731,1806,71.44615626335144,251.89171199999873,651,0.04226324759522767
prm_run_3,7,4,True,26500,1806,52.84284162521362,185.9010560000006,570,0.006133000863276419
prm_run_3,8,3,True,25116,1804,49.22240209579468,178.9706239999996,659,0.006777685210008118
prm_run_3,9,2,True,26292,1804,47.16899061203003,170.50009600000158,957,0.014136456924802254
prm_run_3,10,3,True,27468,1800,49.04256057739258,182.93964799999958,978,0.011820642243539004
prm_run_3,11,4,True,33375,1806,61.7637825012207,426.8277760000001,843,0.04915832088812596
prm_run_3,12,3,True,27054,1800,48.52168583869934,305.5247359999994,932,0.011815396010689642
prm_run_3,13,2,True,26609,1802,47.18006658554077,193.46227200000067,1028,0.013239983971019605
grid_run_1,0,13,True,32100,1198,16.71766471862793,90.82470399999875,4680,0.01788306427828262
grid_run_1,1,13,True,28464,2794,23.82702088356018,149.1763200000005,4680,0.015658709669978337
grid_run_1,2,13,True,31548,1276,15.899448156356812,83.58297599999969,4680,0.027885529989157717
