3.034525764062948383e+00,2.543423810575700106e+00,2.767070191647227340e+00,-7.437335083538700875e-01,6.993280677607021101e-01,2.179865213936829527e+00
2.970346840645431197e+00,2.268444833732246035e+00,3.237014915817743699e+00,-6.151176146271460921e-01,7.511360985988178030e-01,2.263788506312208071e+00
1.149793681639599136e-01,8.646732329061092015e-01,-6.219880967603774735e-02,-2.553988538401766650e+00,8.110860597740376932e-01,-1.654093073619071763e+00
6.664350198114879498e-02,8.878157367305826719e-01,-2.639438486503746795e-01,-2.490793955966527307e+00,1.112695417034756940e+00,-1.556461564430683397e+00
-2.632996101205230532e-01,6.961399357922013476e-01,2.285296458601817626e-01,-2.725064207849342779e+00,1.144786511567814413e+00,-1.498640028170572958e+00
-3.883652977367091363e-01,6.885240373571649419e-01,1.596194719265686679e-02,-2.705223517039409664e+00,1.408098726882186735e+00,-1.435105428775011127e+00
3.616464882410477810e-01,9.667474736392793755e-01,-3.480001843579982879e-01,2.161652630896731431e+00,7.303088932071384320e-01,2.922957909770516061e+00
4.318503026410023815e-01,1.205335980825584130e+00,-6.993748544685782775e-01,2.528200785869544998e+00,7.443116324931053907e-01,2.922280364970049060e+00
-5.783275387124803268e-01,9.368212500809606214e-01,-2.753236322912440137e-01,3.047106821198326099e+00,1.183997524772265164e+00,2.151202098067511059e+00
-4.302116890474033672e-01,1.080602225543526806e+00,-4.750210351252657226e-01,3.060363941403383858e+00,1.064147498826355953e+00,2.640959286396975525e+00
-3.181020970836647144e-01,1.136424255868930810e+00,-5.564248313491546583e-01,3.022207731807954545e+00,9.933386749094633705e-01,3.124088459666722883e+00
-5.226104181464211740e-01,9.347463657928584135e-01,-2.383607238034941567e-01,-2.437028139639586463e-02,-1.303199816030521374e+00,-1.328732976271335131e+00
-4.249217284090929247e-01,9.842874395209358918e-01,-3.319681074436304780e-01,3.384822806565147835e-02,-1.258875267729353098e+00,-1.265316639119753006e+00
1.375253809722929710e-01,8.698424328130908156e-01,-3.890266930273307278e-01,-3.105255741973156347e-01,-1.242663202882748674e+00,1.111684549041755066e+00
3.962675771791426826e-01,9.894754367909129877e-01,-4.245277053849636495e-01,-2.159266368945702078e-03,-1.026537879067768610e+00,1.284577105199507852e+00
-1.185209463893408255e-01,6.268964353225158215e-01,-7.039927067619289325e-02,-2.849344643379644992e+00,1.414712885045478874e+00,9.456682184161729898e-01
-1.770209474509712444e-02,6.328707589921829246e-01,-8.528254546556368609e-02,-2.771512504557622769e+00,1.389106934943703742e+00,9.934375031878256435e-01
4.903900260347685003e-01,1.024540562541772948e+00,-4.207945430651960361e-01,-6.682031267678874287e-02,-1.162751163060897763e+00,5.716423900552559667e-01
1.637533783249223995e-01,9.683785716220283390e-01,-4.625333346800681866e-01,4.066091807739196096e-01,-1.050020663810563804e+00,-9.587713628694736201e-01
-5.031495282320561646e-01,7.544395841621490684e-01,6.736557912541707438e-02,8.721682687712559723e-01,-7.210433042456000363e-01,2.192851549247582632e+00
-4.265911463748870425e-01,8.026637600866826094e-01,-2.723627345841017622e-02,9.283449716050724554e-01,-6.492715613353475801e-01,2.189322630446170148e+00
-4.177247598335958045e-01,8.710952519571655284e-01,-3.418346865334509488e-02,8.681617602235019993e-01,-6.825945884523310081e-01,2.273637047415808965e+00
-3.253105573956714958e-01,9.154455098471042662e-01,-1.153831198722323759e-01,9.129705573012987241e-01,-6.069838284767314907e-01,2.296611191902643512e+00
7.369366563642715424e-03,9.110162685892315704e-01,-2.171342403130962495e-01,-9.873511391753829747e-01,-3.451689220164782523e-01,-2.426990583707577809e+00
3.737564889904479437e-01,8.263951864237950584e-01,-1.519824191506968791e-01,-8.395783662063235342e-01,-4.943556127204780104e-01,-3.112320070717669918e+00
-8.904148127444395933e-02,9.673024359564260655e-01,-3.233814589208940937e-01,-1.661375128930553835e+00,4.192329708738040117e-01,-8.714553917307437114e-01
2.318080547946584080e-02,9.707788087144735290e-01,-3.300368916625997517e-01,-1.571200926082798377e+00,3.519524091207923422e-01,-8.717614204212486007e-01
1.059607818615320579e-01,9.073289197382674587e-01,-2.276590282391406372e-01,-2.729776186822571393e+00,2.557209838223720166e-01,4.796289458995110500e-01
1.930360051065605209e-01,8.866149722773212227e-01,-1.916115548383126033e-01,-2.082601968379917068e+00,2.556849649895319154e-01,-5.865900059244060216e-01
-1.091466422081302512e-01,8.129321841017064232e-01,2.714707391897852595e-02,2.600952498712100880e+00,8.743301603706552516e-01,1.428137882166980788e+00
-8.821757333281843305e-02,8.571337464267666517e-01,-1.093726345267931332e-01,2.546971279031458479e+00,1.003026580966036363e+00,1.453433957035779933e+00
-5.346208714314793636e-02,8.739907594552864811e-01,-2.532199240432324583e-01,2.474818129666796818e+00,1.093087944872292994e+00,1.442796172582244241e+00
1.149793681639599136e-01,8.646732329061092015e-01,-6.219880967603774735e-02,5.876041151880266877e-01,-8.110860597740376932e-01,1.487499579970721353e+00
