2.997753001215313962e+00,2.541311828634278847e+00,2.767545360398141696e+00,2.505849826761496146e+00,-6.437456696911408871e-01,-1.077760265953356056e+00
2.998012483449246535e+00,2.437317000657083010e+00,2.908473915844421942e+00,2.633116062087851983e+00,-1.140709341376987096e+00,-1.269342028634606212e+00
7.186921097431292482e-02,7.633082158384558724e-01,9.869809039605836887e-02,-2.546433710078679358e+00,9.517878870397150637e-01,-1.310941455986188942e+00
5.306133244091028626e-04,7.709049758299383326e-01,-1.630313654939052892e-01,-2.424689082488555414e+00,1.196901755274170753e+00,-1.286472670398203899e+00
2.498346531842007501e+00,2.902931276680894346e+00,2.477701527159343442e+00,-2.166279112840929777e+00,-1.260054328119338596e+00,-1.454996484037152094e+00
2.808754476733071659e+00,2.715993410515528783e+00,2.376114840923287730e+00,-2.621614327932623834e+00,-1.283310537570925280e+00,9.339486258371471061e-01
2.816728699695789651e+00,2.635580613155867891e+00,2.559212596051742672e+00,-2.837567555790533547e+00,-1.548600044742660886e+00,1.200936303052723808e+00
5.201141405881577473e-01,8.545086542018612841e-01,-4.458574251711771019e-01,-1.262746872070747539e+00,-8.677431745941571739e-01,9.448305791019221411e-01
7.219972220858141831e-01,9.722105324758777423e-01,-8.121878410592349162e-01,-1.287572031136071882e+00,-8.496902170187979886e-01,1.279940376316285988e+00
8.913522667239694997e-01,5.727250591979157202e-01,-4.493687079921366845e-01,-9.084633811155498062e-01,-1.219007850560263728e+00,1.897704718084932018e+00
-6.180367742462957725e-01,6.589526066460227316e-01,4.812488879491794158e-02,-5.782070367461423360e-02,-1.401846514357582674e+00,-1.758122856537483791e+00
-5.702527528580335625e-01,6.282797924339825757e-01,8.623744216182283040e-03,3.313674598713389069e-02,-1.483890193887638320e+00,-1.650505008989203048e+00
-5.192657911894380529e-01,9.339945031474593540e-01,-2.357845571728045542e-01,-3.035492526222798720e-02,-1.307000325451501688e+00,-1.324464808872651167e+00
-4.215575272114227001e-01,9.832909450583449118e-01,-3.288771215077437304e-01,2.790661467502827953e-02,-1.263309133873795842e+00,-1.260683249091575808e+00
-3.007654097325448195e+00,2.670543085799474969e+00,2.667637393967139836e+00,-2.889104203252830794e-01,1.691675191832425762e+00,-2.169806284843983413e+00
-2.800729676380895761e+00,2.517294354528938349e+00,2.857406972194652450e+00,-1.103687947361919469e-01,1.342211723411900204e+00,-1.884556309042672240e+00
-2.850418550954404218e+00,2.488654462721381133e+00,2.830028539094449069e+00,1.019868460994194925e-01,1.429349540527972584e+00,-2.326820297825407557e+00
